#pro1	pro2	combined score
GPP1	FAT1	9999.000000
GPP1	FKS1	9999.000000
GPP1	FMP30	9999.000000
GPP1	FMS1	9999.000000
GPP1	FOX2	9999.000000
GPP1	GCY1	9999.000000
GPP1	GLN1	9999.000000
GPP1	GPP1	0.000000
GPP1	GPP2	0.973000
GPP1	GPT2	0.900000
GPP1	GUT1	0.959000
GPP1	GUT2	0.706000
GPP1	HAT1	9999.000000
GPP1	HEM13	9999.000000
GPP1	HEM3	9999.000000
GPP1	HFA1	9999.000000
GPP1	HFD1	9999.000000
GPP1	HMG1	9999.000000
GPP1	HMS1	9999.000000
GPP1	HRD1.00	9999.000000
GPP1	HTD2	9999.000000
GPP1	ICL1	9999.000000
GPP1	IDP2	9999.000000
GPP1	IDP3	9999.000000
GPP1	IFA38	9999.000000
GPP1	INA1	9999.000000
GPP1	IZH2	9999.000000
GPP1	LAT1	9999.000000
GPP1	LCB2	9999.000000
GPP1	LDH1	9999.000000
GPP1	LOA1	9999.000000
GPP1	LPP1	9999.000000
GPP1	LRO1	9999.000000
GPP1	MAE1	9999.000000
GPP1	MCT1	9999.000000
GPP1	MDH3	9999.000000
GPP1	MGA2	9999.000000
GPP1	MGL2	9999.000000
GPP1	MLC1	9999.000000
GPP1	MLC2	9999.000000
GPP1	MLS1	9999.000000
GPP1	NCP1	9999.000000
GPP1	NPL4	9999.000000
GPP1	NTE1	9999.000000
GPP1	OAR1	9999.000000
GPP1	OLE1	9999.000000
GPP1	OPI3	9999.000000
GPP1	PAC1	9999.000000
GPP1	PAH1	9999.000000
GPP1	PCD1	9999.000000
GPP1	PCS60	9999.000000
GPP1	PCT1	9999.000000
GPP1	PET10	9999.000000
GPP1	PEX1	9999.000000
GPP1	PEX10	9999.000000
GPP1	PEX11	9999.000000
GPP1	PEX12	9999.000000
GPP1	PEX13	9999.000000
GPP1	PEX14	9999.000000
GPP1	PEX18	9999.000000
GPP1	PEX19	9999.000000
GPP1	PEX5	9999.000000
GPP1	PEX6	9999.000000
GPP1	PEX7	9999.000000
GPP1	PHM8	9999.000000
GPP1	PHS1	9999.000000
GPP1	PIS1	9999.000000
GPP1	PLB1	9999.000000
GPP1	PLB2	9999.000000
GPP1	PLB3	9999.000000
GPP1	POT1	9999.000000
GPP1	POX1	9999.000000
GPP1	PRE7	9999.000000
GPP1	PSD1	9999.000000
GPP1	PSD2	9999.000000
GPP1	PXA1	9999.000000
GPP1	PXA2	9999.000000
GPP1	PXP1	9999.000000
GPP1	ROG1	9999.000000
GPP1	RSP5	9999.000000
GPP1	SAY1	9999.000000
GPP1	SCT1	0.900000
GPP1	SEI1	9999.000000
GPP1	SLC1	9999.000000
GPP1	SPO14	9999.000000
GPP1	SPS19	9999.000000
GPP1	SPT23	9999.000000
GPP1	STE23	9999.000000
GPP1	TES1	9999.000000
GPP1	TGL1	9999.000000
GPP1	TGL2	9999.000000
GPP1	TGL3	9999.000000
GPP1	TGL4	9999.000000
GPP1	TGL5	9999.000000
GPP1	YAT1	9999.000000
GPP1	YEH1	9999.000000
GPP1	YEH2	9999.000000
GPP1	YHL050C	9999.000000
GPP1	YJU3	0.901000
GPP1	YLL067C	9999.000000
GPP2	ACB1	9999.000000
GPP2	ACC1	9999.000000
GPP2	ACP1	9999.000000
GPP2	ACS1	9999.000000
GPP2	ACS2	9999.000000
GPP2	ADH6	9999.000000
GPP2	ADH7	9999.000000
GPP2	ADR1	9999.000000
GPP2	AIM45	9999.000000
GPP2	ALD2	9999.000000
GPP2	ALD3	9999.000000
GPP2	ALD4	9999.000000
GPP2	ALD5	9999.000000
GPP2	ALD6	9999.000000
GPP2	ALE1	9999.000000
GPP2	AMD2.00	9999.000000
GPP2	ARE2	9999.000000
GPP2	ATG15	9999.000000
GPP2	AYR1	9999.000000
GPP2	CAT2	9999.000000
GPP2	CDC48	9999.000000
GPP2	CDC60	9999.000000
GPP2	CDS1	9999.000000
GPP2	CEM1	9999.000000
GPP2	CFD1	9999.000000
GPP2	CHO1	9999.000000
GPP2	CHO2	9999.000000
GPP2	CIR1	9999.000000
GPP2	CIT1	9999.000000
GPP2	CIT2	9999.000000
GPP2	CIT3	9999.000000
GPP2	CMD1	9999.000000
GPP2	CPT1	9999.000000
GPP2	CRC1.00	9999.000000
GPP2	CTA1	9999.000000
GPP2	CTT1	9999.000000
GPP2	CYB2	9999.000000
GPP2	CYB5	9999.000000
GPP2	CYC1	9999.000000
GPP2	DCI1	9999.000000
GPP2	DGA1	9999.000000
GPP2	DGK1	9999.000000
GPP2	DPP1	9999.000000
GPP2	"DUR1,2"	9999.000000
GPP2	ECI1	9999.000000
GPP2	EHD3	9999.000000
GPP2	EHT1	9999.000000
GPP2	ELO1	9999.000000
GPP2	ELO2	9999.000000
GPP2	ELO3	9999.000000
GPP2	EPT1	9999.000000
GPP2	ERG1	9999.000000
GPP2	ERG10	9999.000000
GPP2	ERG11	9999.000000
GPP2	ERG25	9999.000000
GPP2	ERG3	9999.000000
GPP2	ERG5	9999.000000
GPP2	ERG7	9999.000000
GPP2	ETR1	9999.000000
GPP2	FAA1	9999.000000
GPP2	FAA2	9999.000000
GPP2	FAA3	9999.000000
GPP2	FAA4	9999.000000
GPP2	FAS1	9999.000000
GPP2	FAS2	9999.000000
GPP2	FAT1	9999.000000
GPP2	FKS1	9999.000000
GPP2	FMP30	9999.000000
GPP2	FMS1	9999.000000
GPP2	FOX2	9999.000000
GPP2	GCY1	9999.000000
GPP2	GLN1	9999.000000
GPP2	GPP1	9999.000000
GPP2	GPP2	0.000000
GPP2	GPT2	0.900000
GPP2	GUT1	0.959000
GPP2	GUT2	9999.000000
GPP2	HAT1	9999.000000
GPP2	HEM13	9999.000000
GPP2	HEM3	9999.000000
GPP2	HFA1	9999.000000
GPP2	HFD1	9999.000000
GPP2	HMG1	9999.000000
GPP2	HMS1	9999.000000
GPP2	HRD1.00	9999.000000
GPP2	HTD2	9999.000000
GPP2	ICL1	9999.000000
GPP2	IDP2	9999.000000
GPP2	IDP3	9999.000000
GPP2	IFA38	9999.000000
GPP2	INA1	9999.000000
GPP2	IZH2	9999.000000
GPP2	LAT1	9999.000000
GPP2	LCB2	9999.000000
GPP2	LDH1	9999.000000
GPP2	LOA1	9999.000000
GPP2	LPP1	9999.000000
GPP2	LRO1	9999.000000
GPP2	MAE1	9999.000000
GPP2	MCT1	9999.000000
GPP2	MDH3	9999.000000
GPP2	MGA2	9999.000000
GPP2	MGL2	9999.000000
GPP2	MLC1	9999.000000
GPP2	MLC2	9999.000000
GPP2	MLS1	9999.000000
GPP2	NCP1	9999.000000
GPP2	NPL4	9999.000000
GPP2	NTE1	9999.000000
GPP2	OAR1	9999.000000
GPP2	OLE1	9999.000000
GPP2	OPI3	9999.000000
GPP2	PAC1	9999.000000
GPP2	PAH1	9999.000000
GPP2	PCD1	9999.000000
GPP2	PCS60	9999.000000
GPP2	PCT1	9999.000000
GPP2	PET10	9999.000000
GPP2	PEX1	9999.000000
GPP2	PEX10	9999.000000
GPP2	PEX11	9999.000000
GPP2	PEX12	9999.000000
GPP2	PEX13	9999.000000
GPP2	PEX14	9999.000000
GPP2	PEX18	9999.000000
GPP2	PEX19	9999.000000
GPP2	PEX5	9999.000000
GPP2	PEX6	9999.000000
GPP2	PEX7	9999.000000
GPP2	PHM8	9999.000000
GPP2	PHS1	9999.000000
GPP2	PIS1	9999.000000
GPP2	PLB1	9999.000000
GPP2	PLB2	9999.000000
GPP2	PLB3	9999.000000
GPP2	POT1	9999.000000
GPP2	POX1	9999.000000
GPP2	PRE7	9999.000000
GPP2	PSD1	9999.000000
GPP2	PSD2	9999.000000
GPP2	PXA1	9999.000000
GPP2	PXA2	9999.000000
GPP2	PXP1	9999.000000
GPP2	ROG1	9999.000000
GPP2	RSP5	9999.000000
GPP2	SAY1	9999.000000
GPP2	SCT1	0.900000
GPP2	SEI1	9999.000000
GPP2	SLC1	9999.000000
GPP2	SPO14	9999.000000
GPP2	SPS19	9999.000000
GPP2	SPT23	9999.000000
GPP2	STE23	9999.000000
GPP2	TES1	9999.000000
GPP2	TGL1	9999.000000
GPP2	TGL2	9999.000000
GPP2	TGL3	9999.000000
GPP2	TGL4	9999.000000
GPP2	TGL5	9999.000000
GPP2	YAT1	9999.000000
GPP2	YEH1	9999.000000
GPP2	YEH2	9999.000000
GPP2	YHL050C	9999.000000
GPP2	YJU3	0.901000
GPP2	YLL067C	9999.000000
GPT2	ACB1	9999.000000
GPT2	ACC1	9999.000000
GPT2	ACP1	9999.000000
GPT2	ACS1	9999.000000
GPT2	ACS2	9999.000000
GPT2	ADH6	9999.000000
GPT2	ADH7	9999.000000
GPT2	ADR1	9999.000000
GPT2	AIM45	9999.000000
GPT2	ALD2	9999.000000
GPT2	ALD3	9999.000000
GPT2	ALD4	9999.000000
GPT2	ALD5	9999.000000
GPT2	ALD6	9999.000000
GPT2	ALE1	9999.000000
GPT2	AMD2.00	9999.000000
GPT2	ARE2	9999.000000
GPT2	ATG15	9999.000000
GPT2	AYR1	9999.000000
GPT2	CAT2	9999.000000
GPT2	CDC48	9999.000000
GPT2	CDC60	9999.000000
GPT2	CDS1	9999.000000
GPT2	CEM1	9999.000000
GPT2	CFD1	9999.000000
GPT2	CHO1	9999.000000
GPT2	CHO2	9999.000000
GPT2	CIR1	9999.000000
GPT2	CIT1	9999.000000
GPT2	CIT2	9999.000000
GPT2	CIT3	9999.000000
GPT2	CMD1	9999.000000
GPT2	CPT1	9999.000000
GPT2	CRC1.00	9999.000000
GPT2	CTA1	9999.000000
GPT2	CTT1	9999.000000
GPT2	CYB2	9999.000000
GPT2	CYB5	9999.000000
GPT2	CYC1	9999.000000
GPT2	DCI1	9999.000000
GPT2	DGA1	9999.000000
GPT2	DGK1	9999.000000
GPT2	DPP1	9999.000000
GPT2	"DUR1,2"	9999.000000
GPT2	ECI1	9999.000000
GPT2	EHD3	9999.000000
GPT2	EHT1	9999.000000
GPT2	ELO1	9999.000000
GPT2	ELO2	9999.000000
GPT2	ELO3	9999.000000
GPT2	EPT1	9999.000000
GPT2	ERG1	9999.000000
GPT2	ERG10	9999.000000
GPT2	ERG11	9999.000000
GPT2	ERG25	9999.000000
GPT2	ERG3	9999.000000
GPT2	ERG5	9999.000000
GPT2	ERG7	9999.000000
GPT2	ETR1	9999.000000
GPT2	FAA1	9999.000000
GPT2	FAA2	9999.000000
GPT2	FAA3	9999.000000
GPT2	FAA4	9999.000000
GPT2	FAS1	9999.000000
GPT2	FAS2	9999.000000
GPT2	FAT1	9999.000000
GPT2	FKS1	9999.000000
GPT2	FMP30	9999.000000
GPT2	FMS1	9999.000000
GPT2	FOX2	9999.000000
GPT2	GCY1	9999.000000
GPT2	GLN1	9999.000000
GPT2	GPP1	9999.000000
GPT2	GPP2	9999.000000
GPT2	GPT2	0.000000
GPT2	GUT1	0.906000
GPT2	GUT2	0.941000
GPT2	HAT1	9999.000000
GPT2	HEM13	9999.000000
GPT2	HEM3	9999.000000
GPT2	HFA1	9999.000000
GPT2	HFD1	9999.000000
GPT2	HMG1	9999.000000
GPT2	HMS1	9999.000000
GPT2	HRD1.00	9999.000000
GPT2	HTD2	9999.000000
GPT2	ICL1	9999.000000
GPT2	IDP2	9999.000000
GPT2	IDP3	9999.000000
GPT2	IFA38	9999.000000
GPT2	INA1	9999.000000
GPT2	IZH2	9999.000000
GPT2	LAT1	9999.000000
GPT2	LCB2	9999.000000
GPT2	LDH1	9999.000000
GPT2	LOA1	0.974000
GPT2	LPP1	0.907000
GPT2	LRO1	9999.000000
GPT2	MAE1	9999.000000
GPT2	MCT1	9999.000000
GPT2	MDH3	9999.000000
GPT2	MGA2	9999.000000
GPT2	MGL2	9999.000000
GPT2	MLC1	9999.000000
GPT2	MLC2	9999.000000
GPT2	MLS1	9999.000000
GPT2	NCP1	9999.000000
GPT2	NPL4	9999.000000
GPT2	NTE1	9999.000000
GPT2	OAR1	9999.000000
GPT2	OLE1	0.825000
GPT2	OPI3	0.714000
GPT2	PAC1	9999.000000
GPT2	PAH1	0.950000
GPT2	PCD1	9999.000000
GPT2	PCS60	9999.000000
GPT2	PCT1	9999.000000
GPT2	PET10	9999.000000
GPT2	PEX1	9999.000000
GPT2	PEX10	9999.000000
GPT2	PEX11	9999.000000
GPT2	PEX12	9999.000000
GPT2	PEX13	9999.000000
GPT2	PEX14	9999.000000
GPT2	PEX18	9999.000000
GPT2	PEX19	9999.000000
GPT2	PEX5	9999.000000
GPT2	PEX6	9999.000000
GPT2	PEX7	9999.000000
GPT2	PHM8	0.908000
GPT2	PHS1	9999.000000
GPT2	PIS1	0.702000
GPT2	PLB1	9999.000000
GPT2	PLB2	9999.000000
GPT2	PLB3	9999.000000
GPT2	POT1	9999.000000
GPT2	POX1	9999.000000
GPT2	PRE7	9999.000000
GPT2	PSD1	9999.000000
GPT2	PSD2	0.711000
GPT2	PXA1	9999.000000
GPT2	PXA2	9999.000000
GPT2	PXP1	9999.000000
GPT2	ROG1	9999.000000
GPT2	RSP5	9999.000000
GPT2	SAY1	9999.000000
GPT2	SCT1	0.959000
GPT2	SEI1	9999.000000
GPT2	SLC1	0.970000
GPT2	SPO14	9999.000000
GPT2	SPS19	9999.000000
GPT2	SPT23	9999.000000
GPT2	STE23	9999.000000
GPT2	TES1	9999.000000
GPT2	TGL1	9999.000000
GPT2	TGL2	9999.000000
GPT2	TGL3	0.714000
GPT2	TGL4	0.959000
GPT2	TGL5	0.962000
GPT2	YAT1	9999.000000
GPT2	YEH1	9999.000000
GPT2	YEH2	9999.000000
GPT2	YHL050C	9999.000000
GPT2	YJU3	9999.000000
GPT2	YLL067C	9999.000000
GUT1	ACB1	9999.000000
GUT1	ACC1	9999.000000
GUT1	ACP1	9999.000000
GUT1	ACS1	9999.000000
GUT1	ACS2	9999.000000
GUT1	ADH6	9999.000000
GUT1	ADH7	9999.000000
GUT1	ADR1	9999.000000
GUT1	AIM45	9999.000000
GUT1	ALD2	9999.000000
GUT1	ALD3	9999.000000
GUT1	ALD4	9999.000000
GUT1	ALD5	9999.000000
GUT1	ALD6	9999.000000
GUT1	ALE1	9999.000000
GUT1	AMD2.00	9999.000000
GUT1	ARE2	9999.000000
GUT1	ATG15	9999.000000
GUT1	AYR1	9999.000000
GUT1	CAT2	9999.000000
GUT1	CDC48	9999.000000
GUT1	CDC60	9999.000000
GUT1	CDS1	9999.000000
GUT1	CEM1	9999.000000
GUT1	CFD1	9999.000000
GUT1	CHO1	9999.000000
GUT1	CHO2	9999.000000
GUT1	CIR1	9999.000000
GUT1	CIT1	9999.000000
GUT1	CIT2	9999.000000
GUT1	CIT3	9999.000000
GUT1	CMD1	9999.000000
GUT1	CPT1	9999.000000
GUT1	CRC1.00	9999.000000
GUT1	CTA1	9999.000000
GUT1	CTT1	9999.000000
GUT1	CYB2	9999.000000
GUT1	CYB5	9999.000000
GUT1	CYC1	9999.000000
GUT1	DCI1	9999.000000
GUT1	DGA1	9999.000000
GUT1	DGK1	9999.000000
GUT1	DPP1	9999.000000
GUT1	"DUR1,2"	9999.000000
GUT1	ECI1	9999.000000
GUT1	EHD3	9999.000000
GUT1	EHT1	9999.000000
GUT1	ELO1	9999.000000
GUT1	ELO2	9999.000000
GUT1	ELO3	9999.000000
GUT1	EPT1	9999.000000
GUT1	ERG1	9999.000000
GUT1	ERG10	9999.000000
GUT1	ERG11	9999.000000
GUT1	ERG25	9999.000000
GUT1	ERG3	9999.000000
GUT1	ERG5	9999.000000
GUT1	ERG7	9999.000000
GUT1	ETR1	9999.000000
GUT1	FAA1	9999.000000
GUT1	FAA2	9999.000000
GUT1	FAA3	9999.000000
GUT1	FAA4	9999.000000
GUT1	FAS1	9999.000000
GUT1	FAS2	9999.000000
GUT1	FAT1	9999.000000
GUT1	FKS1	9999.000000
GUT1	FMP30	9999.000000
GUT1	FMS1	9999.000000
GUT1	FOX2	9999.000000
GUT1	GCY1	9999.000000
GUT1	GLN1	9999.000000
GUT1	GPP1	9999.000000
GUT1	GPP2	9999.000000
GUT1	GPT2	9999.000000
GUT1	GUT1	0.000000
GUT1	GUT2	0.999000
GUT1	HAT1	9999.000000
GUT1	HEM13	9999.000000
GUT1	HEM3	9999.000000
GUT1	HFA1	9999.000000
GUT1	HFD1	9999.000000
GUT1	HMG1	9999.000000
GUT1	HMS1	9999.000000
GUT1	HRD1.00	9999.000000
GUT1	HTD2	9999.000000
GUT1	ICL1	9999.000000
GUT1	IDP2	9999.000000
GUT1	IDP3	9999.000000
GUT1	IFA38	9999.000000
GUT1	INA1	9999.000000
GUT1	IZH2	9999.000000
GUT1	LAT1	9999.000000
GUT1	LCB2	9999.000000
GUT1	LDH1	9999.000000
GUT1	LOA1	9999.000000
GUT1	LPP1	9999.000000
GUT1	LRO1	9999.000000
GUT1	MAE1	9999.000000
GUT1	MCT1	9999.000000
GUT1	MDH3	9999.000000
GUT1	MGA2	9999.000000
GUT1	MGL2	9999.000000
GUT1	MLC1	9999.000000
GUT1	MLC2	9999.000000
GUT1	MLS1	9999.000000
GUT1	NCP1	9999.000000
GUT1	NPL4	9999.000000
GUT1	NTE1	9999.000000
GUT1	OAR1	9999.000000
GUT1	OLE1	9999.000000
GUT1	OPI3	9999.000000
GUT1	PAC1	9999.000000
GUT1	PAH1	9999.000000
GUT1	PCD1	9999.000000
GUT1	PCS60	9999.000000
GUT1	PCT1	9999.000000
GUT1	PET10	9999.000000
GUT1	PEX1	9999.000000
GUT1	PEX10	9999.000000
GUT1	PEX11	9999.000000
GUT1	PEX12	9999.000000
GUT1	PEX13	9999.000000
GUT1	PEX14	9999.000000
GUT1	PEX18	9999.000000
GUT1	PEX19	9999.000000
GUT1	PEX5	9999.000000
GUT1	PEX6	9999.000000
GUT1	PEX7	9999.000000
GUT1	PHM8	9999.000000
GUT1	PHS1	9999.000000
GUT1	PIS1	9999.000000
GUT1	PLB1	9999.000000
GUT1	PLB2	9999.000000
GUT1	PLB3	9999.000000
GUT1	POT1	9999.000000
GUT1	POX1	0.890000
GUT1	PRE7	9999.000000
GUT1	PSD1	9999.000000
GUT1	PSD2	9999.000000
GUT1	PXA1	9999.000000
GUT1	PXA2	9999.000000
GUT1	PXP1	9999.000000
GUT1	ROG1	9999.000000
GUT1	RSP5	9999.000000
GUT1	SAY1	9999.000000
GUT1	SCT1	0.917000
GUT1	SEI1	9999.000000
GUT1	SLC1	9999.000000
GUT1	SPO14	9999.000000
GUT1	SPS19	9999.000000
GUT1	SPT23	9999.000000
GUT1	STE23	9999.000000
GUT1	TES1	9999.000000
GUT1	TGL1	9999.000000
GUT1	TGL2	9999.000000
GUT1	TGL3	9999.000000
GUT1	TGL4	9999.000000
GUT1	TGL5	9999.000000
GUT1	YAT1	9999.000000
GUT1	YEH1	9999.000000
GUT1	YEH2	9999.000000
GUT1	YHL050C	9999.000000
GUT1	YJU3	0.917000
GUT1	YLL067C	9999.000000
GUT2	ACB1	9999.000000
GUT2	ACC1	9999.000000
GUT2	ACP1	9999.000000
GUT2	ACS1	9999.000000
GUT2	ACS2	9999.000000
GUT2	ADH6	9999.000000
GUT2	ADH7	9999.000000
GUT2	ADR1	9999.000000
GUT2	AIM45	9999.000000
GUT2	ALD2	9999.000000
GUT2	ALD3	9999.000000
GUT2	ALD4	9999.000000
GUT2	ALD5	9999.000000
GUT2	ALD6	9999.000000
GUT2	ALE1	9999.000000
GUT2	AMD2.00	9999.000000
GUT2	ARE2	9999.000000
GUT2	ATG15	9999.000000
GUT2	AYR1	9999.000000
GUT2	CAT2	9999.000000
GUT2	CDC48	9999.000000
GUT2	CDC60	9999.000000
GUT2	CDS1	9999.000000
GUT2	CEM1	9999.000000
GUT2	CFD1	9999.000000
GUT2	CHO1	9999.000000
GUT2	CHO2	9999.000000
GUT2	CIR1	9999.000000
GUT2	CIT1	9999.000000
GUT2	CIT2	9999.000000
GUT2	CIT3	9999.000000
GUT2	CMD1	9999.000000
GUT2	CPT1	9999.000000
GUT2	CRC1.00	9999.000000
GUT2	CTA1	9999.000000
GUT2	CTT1	9999.000000
GUT2	CYB2	9999.000000
GUT2	CYB5	9999.000000
GUT2	CYC1	9999.000000
GUT2	DCI1	9999.000000
GUT2	DGA1	9999.000000
GUT2	DGK1	9999.000000
GUT2	DPP1	9999.000000
GUT2	"DUR1,2"	9999.000000
GUT2	ECI1	9999.000000
GUT2	EHD3	9999.000000
GUT2	EHT1	9999.000000
GUT2	ELO1	9999.000000
GUT2	ELO2	9999.000000
GUT2	ELO3	9999.000000
GUT2	EPT1	9999.000000
GUT2	ERG1	9999.000000
GUT2	ERG10	9999.000000
GUT2	ERG11	9999.000000
GUT2	ERG25	9999.000000
GUT2	ERG3	9999.000000
GUT2	ERG5	9999.000000
GUT2	ERG7	9999.000000
GUT2	ETR1	9999.000000
GUT2	FAA1	9999.000000
GUT2	FAA2	9999.000000
GUT2	FAA3	9999.000000
GUT2	FAA4	9999.000000
GUT2	FAS1	9999.000000
GUT2	FAS2	9999.000000
GUT2	FAT1	9999.000000
GUT2	FKS1	9999.000000
GUT2	FMP30	9999.000000
GUT2	FMS1	9999.000000
GUT2	FOX2	9999.000000
GUT2	GCY1	9999.000000
GUT2	GLN1	9999.000000
GUT2	GPP1	9999.000000
GUT2	GPP2	9999.000000
GUT2	GPT2	9999.000000
GUT2	GUT1	9999.000000
GUT2	GUT2	0.000000
GUT2	HAT1	9999.000000
GUT2	HEM13	9999.000000
GUT2	HEM3	9999.000000
GUT2	HFA1	9999.000000
GUT2	HFD1	9999.000000
GUT2	HMG1	9999.000000
GUT2	HMS1	9999.000000
GUT2	HRD1.00	9999.000000
GUT2	HTD2	9999.000000
GUT2	ICL1	9999.000000
GUT2	IDP2	0.763000
GUT2	IDP3	9999.000000
GUT2	IFA38	9999.000000
GUT2	INA1	9999.000000
GUT2	IZH2	9999.000000
GUT2	LAT1	9999.000000
GUT2	LCB2	9999.000000
GUT2	LDH1	9999.000000
GUT2	LOA1	0.821000
GUT2	LPP1	0.810000
GUT2	LRO1	9999.000000
GUT2	MAE1	9999.000000
GUT2	MCT1	9999.000000
GUT2	MDH3	9999.000000
GUT2	MGA2	9999.000000
GUT2	MGL2	9999.000000
GUT2	MLC1	9999.000000
GUT2	MLC2	9999.000000
GUT2	MLS1	9999.000000
GUT2	NCP1	9999.000000
GUT2	NPL4	9999.000000
GUT2	NTE1	9999.000000
GUT2	OAR1	9999.000000
GUT2	OLE1	9999.000000
GUT2	OPI3	9999.000000
GUT2	PAC1	9999.000000
GUT2	PAH1	0.864000
GUT2	PCD1	9999.000000
GUT2	PCS60	9999.000000
GUT2	PCT1	9999.000000
GUT2	PET10	9999.000000
GUT2	PEX1	9999.000000
GUT2	PEX10	9999.000000
GUT2	PEX11	9999.000000
GUT2	PEX12	9999.000000
GUT2	PEX13	9999.000000
GUT2	PEX14	9999.000000
GUT2	PEX18	9999.000000
GUT2	PEX19	9999.000000
GUT2	PEX5	9999.000000
GUT2	PEX6	9999.000000
GUT2	PEX7	9999.000000
GUT2	PHM8	9999.000000
GUT2	PHS1	9999.000000
GUT2	PIS1	9999.000000
GUT2	PLB1	9999.000000
GUT2	PLB2	9999.000000
GUT2	PLB3	9999.000000
GUT2	POT1	9999.000000
GUT2	POX1	0.870000
GUT2	PRE7	9999.000000
GUT2	PSD1	9999.000000
GUT2	PSD2	9999.000000
GUT2	PXA1	9999.000000
GUT2	PXA2	9999.000000
GUT2	PXP1	9999.000000
GUT2	ROG1	9999.000000
GUT2	RSP5	9999.000000
GUT2	SAY1	9999.000000
GUT2	SCT1	0.943000
GUT2	SEI1	9999.000000
GUT2	SLC1	0.835000
GUT2	SPO14	9999.000000
GUT2	SPS19	9999.000000
GUT2	SPT23	9999.000000
GUT2	STE23	9999.000000
GUT2	TES1	9999.000000
GUT2	TGL1	9999.000000
GUT2	TGL2	9999.000000
GUT2	TGL3	9999.000000
GUT2	TGL4	0.894000
GUT2	TGL5	0.828000
GUT2	YAT1	9999.000000
GUT2	YEH1	9999.000000
GUT2	YEH2	9999.000000
GUT2	YHL050C	9999.000000
GUT2	YJU3	9999.000000
GUT2	YLL067C	9999.000000
HAT1	ACB1	9999.000000
HAT1	ACC1	9999.000000
HAT1	ACP1	9999.000000
HAT1	ACS1	9999.000000
HAT1	ACS2	9999.000000
HAT1	ADH6	9999.000000
HAT1	ADH7	9999.000000
HAT1	ADR1	9999.000000
HAT1	AIM45	9999.000000
HAT1	ALD2	9999.000000
HAT1	ALD3	9999.000000
HAT1	ALD4	9999.000000
HAT1	ALD5	9999.000000
HAT1	ALD6	9999.000000
HAT1	ALE1	9999.000000
HAT1	AMD2.00	9999.000000
HAT1	ARE2	9999.000000
HAT1	ATG15	9999.000000
HAT1	AYR1	9999.000000
HAT1	CAT2	9999.000000
HAT1	CDC48	9999.000000
HAT1	CDC60	9999.000000
HAT1	CDS1	9999.000000
HAT1	CEM1	9999.000000
HAT1	CFD1	9999.000000
HAT1	CHO1	9999.000000
HAT1	CHO2	9999.000000
HAT1	CIR1	9999.000000
HAT1	CIT1	9999.000000
HAT1	CIT2	9999.000000
HAT1	CIT3	9999.000000
HAT1	CMD1	9999.000000
HAT1	CPT1	9999.000000
HAT1	CRC1.00	9999.000000
HAT1	CTA1	9999.000000
HAT1	CTT1	9999.000000
HAT1	CYB2	9999.000000
HAT1	CYB5	9999.000000
HAT1	CYC1	9999.000000
HAT1	DCI1	9999.000000
HAT1	DGA1	9999.000000
HAT1	DGK1	9999.000000
HAT1	DPP1	9999.000000
HAT1	"DUR1,2"	9999.000000
HAT1	ECI1	9999.000000
HAT1	EHD3	9999.000000
HAT1	EHT1	9999.000000
HAT1	ELO1	9999.000000
HAT1	ELO2	9999.000000
HAT1	ELO3	9999.000000
HAT1	EPT1	9999.000000
HAT1	ERG1	9999.000000
HAT1	ERG10	9999.000000
HAT1	ERG11	9999.000000
HAT1	ERG25	9999.000000
HAT1	ERG3	9999.000000
HAT1	ERG5	9999.000000
HAT1	ERG7	9999.000000
HAT1	ETR1	9999.000000
HAT1	FAA1	9999.000000
HAT1	FAA2	9999.000000
HAT1	FAA3	9999.000000
HAT1	FAA4	9999.000000
HAT1	FAS1	9999.000000
HAT1	FAS2	9999.000000
HAT1	FAT1	9999.000000
HAT1	FKS1	9999.000000
HAT1	FMP30	9999.000000
HAT1	FMS1	9999.000000
HAT1	FOX2	9999.000000
HAT1	GCY1	9999.000000
HAT1	GLN1	9999.000000
HAT1	GPP1	9999.000000
HAT1	GPP2	9999.000000
HAT1	GPT2	9999.000000
HAT1	GUT1	9999.000000
HAT1	GUT2	9999.000000
HAT1	HAT1	0.000000
HAT1	HEM13	9999.000000
HAT1	HEM3	9999.000000
HAT1	HFA1	9999.000000
HAT1	HFD1	9999.000000
HAT1	HMG1	9999.000000
HAT1	HMS1	9999.000000
HAT1	HRD1.00	9999.000000
HAT1	HTD2	9999.000000
HAT1	ICL1	9999.000000
HAT1	IDP2	9999.000000
HAT1	IDP3	9999.000000
HAT1	IFA38	9999.000000
HAT1	INA1	9999.000000
HAT1	IZH2	9999.000000
HAT1	LAT1	9999.000000
HAT1	LCB2	9999.000000
HAT1	LDH1	9999.000000
HAT1	LOA1	9999.000000
HAT1	LPP1	9999.000000
HAT1	LRO1	9999.000000
HAT1	MAE1	9999.000000
HAT1	MCT1	9999.000000
HAT1	MDH3	9999.000000
HAT1	MGA2	9999.000000
HAT1	MGL2	9999.000000
HAT1	MLC1	9999.000000
HAT1	MLC2	9999.000000
HAT1	MLS1	9999.000000
HAT1	NCP1	9999.000000
HAT1	NPL4	9999.000000
HAT1	NTE1	9999.000000
HAT1	OAR1	9999.000000
HAT1	OLE1	9999.000000
HAT1	OPI3	9999.000000
HAT1	PAC1	9999.000000
HAT1	PAH1	9999.000000
HAT1	PCD1	9999.000000
