#pro1	pro2	combined score
EHT1	FMS1	9999.000000
EHT1	FOX2	9999.000000
EHT1	GCY1	9999.000000
EHT1	GLN1	9999.000000
EHT1	GPP1	9999.000000
EHT1	GPP2	9999.000000
EHT1	GPT2	9999.000000
EHT1	GUT1	9999.000000
EHT1	GUT2	9999.000000
EHT1	HAT1	9999.000000
EHT1	HEM13	9999.000000
EHT1	HEM3	9999.000000
EHT1	HFA1	9999.000000
EHT1	HFD1	9999.000000
EHT1	HMG1	9999.000000
EHT1	HMS1	9999.000000
EHT1	HRD1.00	9999.000000
EHT1	HTD2	9999.000000
EHT1	ICL1	9999.000000
EHT1	IDP2	9999.000000
EHT1	IDP3	9999.000000
EHT1	IFA38	9999.000000
EHT1	INA1	9999.000000
EHT1	IZH2	9999.000000
EHT1	LAT1	9999.000000
EHT1	LCB2	9999.000000
EHT1	LDH1	9999.000000
EHT1	LOA1	9999.000000
EHT1	LPP1	9999.000000
EHT1	LRO1	9999.000000
EHT1	MAE1	9999.000000
EHT1	MCT1	9999.000000
EHT1	MDH3	9999.000000
EHT1	MGA2	9999.000000
EHT1	MGL2	9999.000000
EHT1	MLC1	9999.000000
EHT1	MLC2	9999.000000
EHT1	MLS1	9999.000000
EHT1	NCP1	9999.000000
EHT1	NPL4	9999.000000
EHT1	NTE1	9999.000000
EHT1	OAR1	9999.000000
EHT1	OLE1	9999.000000
EHT1	OPI3	9999.000000
EHT1	PAC1	9999.000000
EHT1	PAH1	9999.000000
EHT1	PCD1	9999.000000
EHT1	PCS60	9999.000000
EHT1	PCT1	9999.000000
EHT1	PET10	9999.000000
EHT1	PEX1	9999.000000
EHT1	PEX10	9999.000000
EHT1	PEX11	9999.000000
EHT1	PEX12	9999.000000
EHT1	PEX13	9999.000000
EHT1	PEX14	9999.000000
EHT1	PEX18	9999.000000
EHT1	PEX19	9999.000000
EHT1	PEX5	9999.000000
EHT1	PEX6	9999.000000
EHT1	PEX7	9999.000000
EHT1	PHM8	9999.000000
EHT1	PHS1	9999.000000
EHT1	PIS1	9999.000000
EHT1	PLB1	9999.000000
EHT1	PLB2	9999.000000
EHT1	PLB3	9999.000000
EHT1	POT1	9999.000000
EHT1	POX1	9999.000000
EHT1	PRE7	9999.000000
EHT1	PSD1	9999.000000
EHT1	PSD2	9999.000000
EHT1	PXA1	9999.000000
EHT1	PXA2	9999.000000
EHT1	PXP1	9999.000000
EHT1	ROG1	9999.000000
EHT1	RSP5	9999.000000
EHT1	SAY1	9999.000000
EHT1	SCT1	9999.000000
EHT1	SEI1	9999.000000
EHT1	SLC1	9999.000000
EHT1	SPO14	9999.000000
EHT1	SPS19	9999.000000
EHT1	SPT23	9999.000000
EHT1	STE23	9999.000000
EHT1	TES1	9999.000000
EHT1	TGL1	0.731000
EHT1	TGL2	9999.000000
EHT1	TGL3	9999.000000
EHT1	TGL4	9999.000000
EHT1	TGL5	9999.000000
EHT1	YAT1	9999.000000
EHT1	YEH1	9999.000000
EHT1	YEH2	9999.000000
EHT1	YHL050C	9999.000000
EHT1	YJU3	9999.000000
EHT1	YLL067C	9999.000000
ELO1	ACB1	9999.000000
ELO1	ACC1	9999.000000
ELO1	ACP1	9999.000000
ELO1	ACS1	9999.000000
ELO1	ACS2	9999.000000
ELO1	ADH6	9999.000000
ELO1	ADH7	9999.000000
ELO1	ADR1	9999.000000
ELO1	AIM45	9999.000000
ELO1	ALD2	9999.000000
ELO1	ALD3	9999.000000
ELO1	ALD4	9999.000000
ELO1	ALD5	9999.000000
ELO1	ALD6	9999.000000
ELO1	ALE1	9999.000000
ELO1	AMD2.00	9999.000000
ELO1	ARE2	9999.000000
ELO1	ATG15	9999.000000
ELO1	AYR1	9999.000000
ELO1	CAT2	9999.000000
ELO1	CDC48	9999.000000
ELO1	CDC60	9999.000000
ELO1	CDS1	9999.000000
ELO1	CEM1	9999.000000
ELO1	CFD1	9999.000000
ELO1	CHO1	9999.000000
ELO1	CHO2	9999.000000
ELO1	CIR1	9999.000000
ELO1	CIT1	9999.000000
ELO1	CIT2	9999.000000
ELO1	CIT3	9999.000000
ELO1	CMD1	9999.000000
ELO1	CPT1	9999.000000
ELO1	CRC1.00	9999.000000
ELO1	CTA1	9999.000000
ELO1	CTT1	9999.000000
ELO1	CYB2	9999.000000
ELO1	CYB5	9999.000000
ELO1	CYC1	9999.000000
ELO1	DCI1	9999.000000
ELO1	DGA1	9999.000000
ELO1	DGK1	9999.000000
ELO1	DPP1	9999.000000
ELO1	"DUR1,2"	9999.000000
ELO1	ECI1	9999.000000
ELO1	EHD3	9999.000000
ELO1	EHT1	9999.000000
ELO1	ELO1	0.000000
ELO1	ELO2	0.999000
ELO1	ELO3	0.815000
ELO1	EPT1	9999.000000
ELO1	ERG1	9999.000000
ELO1	ERG10	9999.000000
ELO1	ERG11	9999.000000
ELO1	ERG25	9999.000000
ELO1	ERG3	9999.000000
ELO1	ERG5	9999.000000
ELO1	ERG7	9999.000000
ELO1	ETR1	9999.000000
ELO1	FAA1	9999.000000
ELO1	FAA2	9999.000000
ELO1	FAA3	9999.000000
ELO1	FAA4	9999.000000
ELO1	FAS1	0.785000
ELO1	FAS2	0.819000
ELO1	FAT1	9999.000000
ELO1	FKS1	9999.000000
ELO1	FMP30	9999.000000
ELO1	FMS1	9999.000000
ELO1	FOX2	9999.000000
ELO1	GCY1	9999.000000
ELO1	GLN1	9999.000000
ELO1	GPP1	9999.000000
ELO1	GPP2	9999.000000
ELO1	GPT2	9999.000000
ELO1	GUT1	9999.000000
ELO1	GUT2	9999.000000
ELO1	HAT1	9999.000000
ELO1	HEM13	9999.000000
ELO1	HEM3	9999.000000
ELO1	HFA1	9999.000000
ELO1	HFD1	9999.000000
ELO1	HMG1	9999.000000
ELO1	HMS1	9999.000000
ELO1	HRD1.00	9999.000000
ELO1	HTD2	9999.000000
ELO1	ICL1	9999.000000
ELO1	IDP2	9999.000000
ELO1	IDP3	9999.000000
ELO1	IFA38	0.987000
ELO1	INA1	9999.000000
ELO1	IZH2	9999.000000
ELO1	LAT1	9999.000000
ELO1	LCB2	9999.000000
ELO1	LDH1	9999.000000
ELO1	LOA1	9999.000000
ELO1	LPP1	9999.000000
ELO1	LRO1	9999.000000
ELO1	MAE1	9999.000000
ELO1	MCT1	9999.000000
ELO1	MDH3	9999.000000
ELO1	MGA2	9999.000000
ELO1	MGL2	9999.000000
ELO1	MLC1	9999.000000
ELO1	MLC2	9999.000000
ELO1	MLS1	9999.000000
ELO1	NCP1	9999.000000
ELO1	NPL4	9999.000000
ELO1	NTE1	9999.000000
ELO1	OAR1	9999.000000
ELO1	OLE1	0.986000
ELO1	OPI3	9999.000000
ELO1	PAC1	9999.000000
ELO1	PAH1	9999.000000
ELO1	PCD1	9999.000000
ELO1	PCS60	9999.000000
ELO1	PCT1	9999.000000
ELO1	PET10	9999.000000
ELO1	PEX1	9999.000000
ELO1	PEX10	9999.000000
ELO1	PEX11	9999.000000
ELO1	PEX12	9999.000000
ELO1	PEX13	9999.000000
ELO1	PEX14	9999.000000
ELO1	PEX18	9999.000000
ELO1	PEX19	9999.000000
ELO1	PEX5	9999.000000
ELO1	PEX6	9999.000000
ELO1	PEX7	9999.000000
ELO1	PHM8	9999.000000
ELO1	PHS1	0.968000
ELO1	PIS1	9999.000000
ELO1	PLB1	9999.000000
ELO1	PLB2	9999.000000
ELO1	PLB3	9999.000000
ELO1	POT1	9999.000000
ELO1	POX1	9999.000000
ELO1	PRE7	9999.000000
ELO1	PSD1	9999.000000
ELO1	PSD2	9999.000000
ELO1	PXA1	9999.000000
ELO1	PXA2	9999.000000
ELO1	PXP1	9999.000000
ELO1	ROG1	9999.000000
ELO1	RSP5	9999.000000
ELO1	SAY1	9999.000000
ELO1	SCT1	9999.000000
ELO1	SEI1	9999.000000
ELO1	SLC1	9999.000000
ELO1	SPO14	9999.000000
ELO1	SPS19	9999.000000
ELO1	SPT23	9999.000000
ELO1	STE23	9999.000000
ELO1	TES1	9999.000000
ELO1	TGL1	9999.000000
ELO1	TGL2	9999.000000
ELO1	TGL3	9999.000000
ELO1	TGL4	9999.000000
ELO1	TGL5	9999.000000
ELO1	YAT1	9999.000000
ELO1	YEH1	9999.000000
ELO1	YEH2	9999.000000
ELO1	YHL050C	9999.000000
ELO1	YJU3	9999.000000
ELO1	YLL067C	9999.000000
ELO2	ACB1	9999.000000
ELO2	ACC1	9999.000000
ELO2	ACP1	9999.000000
ELO2	ACS1	9999.000000
ELO2	ACS2	9999.000000
ELO2	ADH6	9999.000000
ELO2	ADH7	9999.000000
ELO2	ADR1	9999.000000
ELO2	AIM45	9999.000000
ELO2	ALD2	9999.000000
ELO2	ALD3	9999.000000
ELO2	ALD4	9999.000000
ELO2	ALD5	9999.000000
ELO2	ALD6	9999.000000
ELO2	ALE1	9999.000000
ELO2	AMD2.00	9999.000000
ELO2	ARE2	9999.000000
ELO2	ATG15	9999.000000
ELO2	AYR1	9999.000000
ELO2	CAT2	9999.000000
ELO2	CDC48	9999.000000
ELO2	CDC60	9999.000000
ELO2	CDS1	9999.000000
ELO2	CEM1	9999.000000
ELO2	CFD1	9999.000000
ELO2	CHO1	9999.000000
ELO2	CHO2	9999.000000
ELO2	CIR1	9999.000000
ELO2	CIT1	9999.000000
ELO2	CIT2	9999.000000
ELO2	CIT3	9999.000000
ELO2	CMD1	9999.000000
ELO2	CPT1	9999.000000
ELO2	CRC1.00	9999.000000
ELO2	CTA1	9999.000000
ELO2	CTT1	9999.000000
ELO2	CYB2	9999.000000
ELO2	CYB5	9999.000000
ELO2	CYC1	9999.000000
ELO2	DCI1	9999.000000
ELO2	DGA1	9999.000000
ELO2	DGK1	9999.000000
ELO2	DPP1	9999.000000
ELO2	"DUR1,2"	9999.000000
ELO2	ECI1	9999.000000
ELO2	EHD3	9999.000000
ELO2	EHT1	9999.000000
ELO2	ELO1	9999.000000
ELO2	ELO2	0.000000
ELO2	ELO3	0.995000
ELO2	EPT1	9999.000000
ELO2	ERG1	9999.000000
ELO2	ERG10	9999.000000
ELO2	ERG11	9999.000000
ELO2	ERG25	9999.000000
ELO2	ERG3	9999.000000
ELO2	ERG5	9999.000000
ELO2	ERG7	9999.000000
ELO2	ETR1	9999.000000
ELO2	FAA1	9999.000000
ELO2	FAA2	9999.000000
ELO2	FAA3	9999.000000
ELO2	FAA4	9999.000000
ELO2	FAS1	0.725000
ELO2	FAS2	0.772000
ELO2	FAT1	9999.000000
ELO2	FKS1	9999.000000
ELO2	FMP30	9999.000000
ELO2	FMS1	9999.000000
ELO2	FOX2	9999.000000
ELO2	GCY1	9999.000000
ELO2	GLN1	9999.000000
ELO2	GPP1	9999.000000
ELO2	GPP2	9999.000000
ELO2	GPT2	9999.000000
ELO2	GUT1	9999.000000
ELO2	GUT2	9999.000000
ELO2	HAT1	9999.000000
ELO2	HEM13	9999.000000
ELO2	HEM3	9999.000000
ELO2	HFA1	9999.000000
ELO2	HFD1	9999.000000
ELO2	HMG1	9999.000000
ELO2	HMS1	9999.000000
ELO2	HRD1.00	9999.000000
ELO2	HTD2	9999.000000
ELO2	ICL1	9999.000000
ELO2	IDP2	9999.000000
ELO2	IDP3	9999.000000
ELO2	IFA38	0.992000
ELO2	INA1	9999.000000
ELO2	IZH2	9999.000000
ELO2	LAT1	9999.000000
ELO2	LCB2	9999.000000
ELO2	LDH1	9999.000000
ELO2	LOA1	9999.000000
ELO2	LPP1	9999.000000
ELO2	LRO1	9999.000000
ELO2	MAE1	9999.000000
ELO2	MCT1	9999.000000
ELO2	MDH3	9999.000000
ELO2	MGA2	9999.000000
ELO2	MGL2	9999.000000
ELO2	MLC1	9999.000000
ELO2	MLC2	9999.000000
ELO2	MLS1	9999.000000
ELO2	NCP1	9999.000000
ELO2	NPL4	9999.000000
ELO2	NTE1	9999.000000
ELO2	OAR1	9999.000000
ELO2	OLE1	0.974000
ELO2	OPI3	9999.000000
ELO2	PAC1	9999.000000
ELO2	PAH1	9999.000000
ELO2	PCD1	9999.000000
ELO2	PCS60	9999.000000
ELO2	PCT1	9999.000000
ELO2	PET10	9999.000000
ELO2	PEX1	9999.000000
ELO2	PEX10	9999.000000
ELO2	PEX11	9999.000000
ELO2	PEX12	9999.000000
ELO2	PEX13	9999.000000
ELO2	PEX14	9999.000000
ELO2	PEX18	9999.000000
ELO2	PEX19	9999.000000
ELO2	PEX5	9999.000000
ELO2	PEX6	9999.000000
ELO2	PEX7	9999.000000
ELO2	PHM8	9999.000000
ELO2	PHS1	0.977000
ELO2	PIS1	9999.000000
ELO2	PLB1	9999.000000
ELO2	PLB2	9999.000000
ELO2	PLB3	9999.000000
ELO2	POT1	9999.000000
ELO2	POX1	9999.000000
ELO2	PRE7	9999.000000
ELO2	PSD1	9999.000000
ELO2	PSD2	9999.000000
ELO2	PXA1	9999.000000
ELO2	PXA2	9999.000000
ELO2	PXP1	9999.000000
ELO2	ROG1	9999.000000
ELO2	RSP5	9999.000000
ELO2	SAY1	9999.000000
ELO2	SCT1	9999.000000
ELO2	SEI1	9999.000000
ELO2	SLC1	9999.000000
ELO2	SPO14	9999.000000
ELO2	SPS19	9999.000000
ELO2	SPT23	9999.000000
ELO2	STE23	9999.000000
ELO2	TES1	9999.000000
ELO2	TGL1	9999.000000
ELO2	TGL2	9999.000000
ELO2	TGL3	9999.000000
ELO2	TGL4	9999.000000
ELO2	TGL5	9999.000000
ELO2	YAT1	9999.000000
ELO2	YEH1	9999.000000
ELO2	YEH2	9999.000000
ELO2	YHL050C	9999.000000
ELO2	YJU3	9999.000000
ELO2	YLL067C	9999.000000
ELO3	ACB1	9999.000000
ELO3	ACC1	9999.000000
ELO3	ACP1	9999.000000
ELO3	ACS1	9999.000000
ELO3	ACS2	9999.000000
ELO3	ADH6	9999.000000
ELO3	ADH7	9999.000000
ELO3	ADR1	9999.000000
ELO3	AIM45	9999.000000
ELO3	ALD2	9999.000000
ELO3	ALD3	9999.000000
ELO3	ALD4	9999.000000
ELO3	ALD5	9999.000000
ELO3	ALD6	9999.000000
ELO3	ALE1	9999.000000
ELO3	AMD2.00	9999.000000
ELO3	ARE2	9999.000000
ELO3	ATG15	9999.000000
ELO3	AYR1	9999.000000
ELO3	CAT2	9999.000000
ELO3	CDC48	9999.000000
ELO3	CDC60	9999.000000
ELO3	CDS1	9999.000000
ELO3	CEM1	9999.000000
ELO3	CFD1	9999.000000
ELO3	CHO1	9999.000000
ELO3	CHO2	9999.000000
ELO3	CIR1	9999.000000
ELO3	CIT1	9999.000000
ELO3	CIT2	9999.000000
ELO3	CIT3	9999.000000
ELO3	CMD1	9999.000000
ELO3	CPT1	9999.000000
ELO3	CRC1.00	9999.000000
ELO3	CTA1	9999.000000
ELO3	CTT1	9999.000000
ELO3	CYB2	9999.000000
ELO3	CYB5	9999.000000
ELO3	CYC1	9999.000000
ELO3	DCI1	9999.000000
ELO3	DGA1	9999.000000
ELO3	DGK1	9999.000000
ELO3	DPP1	9999.000000
ELO3	"DUR1,2"	9999.000000
ELO3	ECI1	9999.000000
ELO3	EHD3	9999.000000
ELO3	EHT1	9999.000000
ELO3	ELO1	9999.000000
ELO3	ELO2	9999.000000
ELO3	ELO3	0.000000
ELO3	EPT1	9999.000000
ELO3	ERG1	9999.000000
ELO3	ERG10	9999.000000
ELO3	ERG11	0.758000
ELO3	ERG25	0.787000
ELO3	ERG3	0.764000
ELO3	ERG5	9999.000000
ELO3	ERG7	9999.000000
ELO3	ETR1	9999.000000
ELO3	FAA1	9999.000000
ELO3	FAA2	9999.000000
ELO3	FAA3	9999.000000
ELO3	FAA4	9999.000000
ELO3	FAS1	9999.000000
ELO3	FAS2	0.724000
ELO3	FAT1	9999.000000
ELO3	FKS1	9999.000000
ELO3	FMP30	9999.000000
ELO3	FMS1	9999.000000
ELO3	FOX2	9999.000000
ELO3	GCY1	9999.000000
ELO3	GLN1	9999.000000
ELO3	GPP1	9999.000000
ELO3	GPP2	9999.000000
ELO3	GPT2	9999.000000
ELO3	GUT1	9999.000000
ELO3	GUT2	9999.000000
ELO3	HAT1	9999.000000
ELO3	HEM13	9999.000000
ELO3	HEM3	9999.000000
ELO3	HFA1	9999.000000
ELO3	HFD1	9999.000000
ELO3	HMG1	9999.000000
ELO3	HMS1	9999.000000
ELO3	HRD1.00	9999.000000
ELO3	HTD2	9999.000000
ELO3	ICL1	9999.000000
ELO3	IDP2	9999.000000
ELO3	IDP3	9999.000000
ELO3	IFA38	0.988000
ELO3	INA1	9999.000000
ELO3	IZH2	9999.000000
ELO3	LAT1	9999.000000
ELO3	LCB2	9999.000000
ELO3	LDH1	9999.000000
ELO3	LOA1	9999.000000
ELO3	LPP1	9999.000000
ELO3	LRO1	9999.000000
ELO3	MAE1	9999.000000
ELO3	MCT1	9999.000000
ELO3	MDH3	9999.000000
ELO3	MGA2	9999.000000
ELO3	MGL2	9999.000000
ELO3	MLC1	9999.000000
ELO3	MLC2	9999.000000
ELO3	MLS1	9999.000000
ELO3	NCP1	9999.000000
ELO3	NPL4	9999.000000
ELO3	NTE1	9999.000000
ELO3	OAR1	9999.000000
ELO3	OLE1	0.971000
ELO3	OPI3	9999.000000
ELO3	PAC1	9999.000000
ELO3	PAH1	9999.000000
ELO3	PCD1	9999.000000
ELO3	PCS60	9999.000000
ELO3	PCT1	9999.000000
ELO3	PET10	9999.000000
ELO3	PEX1	9999.000000
ELO3	PEX10	9999.000000
ELO3	PEX11	9999.000000
ELO3	PEX12	9999.000000
ELO3	PEX13	9999.000000
ELO3	PEX14	9999.000000
ELO3	PEX18	9999.000000
ELO3	PEX19	9999.000000
ELO3	PEX5	9999.000000
ELO3	PEX6	9999.000000
ELO3	PEX7	9999.000000
ELO3	PHM8	9999.000000
ELO3	PHS1	0.972000
ELO3	PIS1	9999.000000
ELO3	PLB1	9999.000000
ELO3	PLB2	9999.000000
ELO3	PLB3	9999.000000
ELO3	POT1	9999.000000
ELO3	POX1	9999.000000
ELO3	PRE7	9999.000000
ELO3	PSD1	9999.000000
ELO3	PSD2	9999.000000
ELO3	PXA1	9999.000000
ELO3	PXA2	9999.000000
ELO3	PXP1	9999.000000
ELO3	ROG1	9999.000000
ELO3	RSP5	9999.000000
ELO3	SAY1	9999.000000
ELO3	SCT1	9999.000000
ELO3	SEI1	9999.000000
ELO3	SLC1	9999.000000
ELO3	SPO14	9999.000000
ELO3	SPS19	9999.000000
ELO3	SPT23	9999.000000
ELO3	STE23	9999.000000
ELO3	TES1	9999.000000
ELO3	TGL1	9999.000000
ELO3	TGL2	9999.000000
ELO3	TGL3	9999.000000
ELO3	TGL4	9999.000000
ELO3	TGL5	9999.000000
ELO3	YAT1	9999.000000
ELO3	YEH1	9999.000000
ELO3	YEH2	9999.000000
ELO3	YHL050C	9999.000000
ELO3	YJU3	9999.000000
ELO3	YLL067C	9999.000000
EPT1	ACB1	9999.000000
EPT1	ACC1	9999.000000
EPT1	ACP1	9999.000000
EPT1	ACS1	9999.000000
EPT1	ACS2	9999.000000
EPT1	ADH6	9999.000000
EPT1	ADH7	9999.000000
EPT1	ADR1	9999.000000
EPT1	AIM45	9999.000000
EPT1	ALD2	9999.000000
EPT1	ALD3	9999.000000
EPT1	ALD4	9999.000000
EPT1	ALD5	9999.000000
EPT1	ALD6	9999.000000
EPT1	ALE1	9999.000000
EPT1	AMD2.00	9999.000000
EPT1	ARE2	9999.000000
EPT1	ATG15	9999.000000
EPT1	AYR1	9999.000000
EPT1	CAT2	9999.000000
EPT1	CDC48	9999.000000
EPT1	CDC60	9999.000000
EPT1	CDS1	9999.000000
EPT1	CEM1	9999.000000
EPT1	CFD1	9999.000000
EPT1	CHO1	9999.000000
EPT1	CHO2	9999.000000
EPT1	CIR1	9999.000000
EPT1	CIT1	9999.000000
EPT1	CIT2	9999.000000
EPT1	CIT3	9999.000000
EPT1	CMD1	9999.000000
EPT1	CPT1	9999.000000
EPT1	CRC1.00	9999.000000
EPT1	CTA1	9999.000000
EPT1	CTT1	9999.000000
EPT1	CYB2	9999.000000
EPT1	CYB5	9999.000000
EPT1	CYC1	9999.000000
EPT1	DCI1	9999.000000
EPT1	DGA1	9999.000000
EPT1	DGK1	9999.000000
EPT1	DPP1	9999.000000
EPT1	"DUR1,2"	9999.000000
EPT1	ECI1	9999.000000
EPT1	EHD3	9999.000000
EPT1	EHT1	9999.000000
EPT1	ELO1	9999.000000
EPT1	ELO2	9999.000000
EPT1	ELO3	9999.000000
EPT1	EPT1	0.000000
EPT1	ERG1	9999.000000
EPT1	ERG10	9999.000000
EPT1	ERG11	9999.000000
EPT1	ERG25	9999.000000
EPT1	ERG3	9999.000000
EPT1	ERG5	9999.000000
EPT1	ERG7	9999.000000
EPT1	ETR1	9999.000000
EPT1	FAA1	9999.000000
EPT1	FAA2	9999.000000
EPT1	FAA3	9999.000000
EPT1	FAA4	9999.000000
EPT1	FAS1	9999.000000
EPT1	FAS2	9999.000000
EPT1	FAT1	9999.000000
EPT1	FKS1	9999.000000
EPT1	FMP30	9999.000000
EPT1	FMS1	9999.000000
EPT1	FOX2	9999.000000
EPT1	GCY1	9999.000000
EPT1	GLN1	9999.000000
EPT1	GPP1	9999.000000
EPT1	GPP2	9999.000000
EPT1	GPT2	9999.000000
EPT1	GUT1	9999.000000
EPT1	GUT2	9999.000000
EPT1	HAT1	9999.000000
EPT1	HEM13	9999.000000
EPT1	HEM3	9999.000000
EPT1	HFA1	9999.000000
EPT1	HFD1	9999.000000
EPT1	HMG1	9999.000000
EPT1	HMS1	9999.000000
EPT1	HRD1.00	9999.000000
EPT1	HTD2	9999.000000
EPT1	ICL1	9999.000000
EPT1	IDP2	9999.000000
EPT1	IDP3	9999.000000
EPT1	IFA38	9999.000000
EPT1	INA1	9999.000000
EPT1	IZH2	9999.000000
EPT1	LAT1	9999.000000
EPT1	LCB2	9999.000000
EPT1	LDH1	9999.000000
EPT1	LOA1	9999.000000
EPT1	LPP1	0.933000
EPT1	LRO1	9999.000000
EPT1	MAE1	9999.000000
EPT1	MCT1	9999.000000
EPT1	MDH3	9999.000000
EPT1	MGA2	9999.000000
EPT1	MGL2	9999.000000
EPT1	MLC1	9999.000000
EPT1	MLC2	9999.000000
EPT1	MLS1	9999.000000
EPT1	NCP1	9999.000000
EPT1	NPL4	9999.000000
EPT1	NTE1	0.930000
EPT1	OAR1	9999.000000
EPT1	OLE1	9999.000000
EPT1	OPI3	0.982000
EPT1	PAC1	9999.000000
EPT1	PAH1	0.981000
EPT1	PCD1	9999.000000
EPT1	PCS60	9999.000000
EPT1	PCT1	0.991000
EPT1	PET10	9999.000000
EPT1	PEX1	9999.000000
EPT1	PEX10	9999.000000
EPT1	PEX11	9999.000000
EPT1	PEX12	9999.000000
EPT1	PEX13	9999.000000
EPT1	PEX14	9999.000000
EPT1	PEX18	9999.000000
EPT1	PEX19	9999.000000
EPT1	PEX5	9999.000000
EPT1	PEX6	9999.000000
EPT1	PEX7	9999.000000
EPT1	PHM8	9999.000000
EPT1	PHS1	9999.000000
EPT1	PIS1	0.863000
EPT1	PLB1	9999.000000
EPT1	PLB2	9999.000000
EPT1	PLB3	9999.000000
EPT1	POT1	9999.000000
EPT1	POX1	9999.000000
EPT1	PRE7	9999.000000
EPT1	PSD1	0.987000
EPT1	PSD2	0.980000
EPT1	PXA1	9999.000000
EPT1	PXA2	9999.000000
EPT1	PXP1	9999.000000
EPT1	ROG1	9999.000000
EPT1	RSP5	9999.000000
EPT1	SAY1	9999.000000
EPT1	SCT1	9999.000000
EPT1	SEI1	9999.000000
EPT1	SLC1	9999.000000
EPT1	SPO14	0.939000
EPT1	SPS19	9999.000000
EPT1	SPT23	9999.000000
EPT1	STE23	9999.000000
EPT1	TES1	9999.000000
EPT1	TGL1	9999.000000
EPT1	TGL2	9999.000000
EPT1	TGL3	9999.000000
EPT1	TGL4	0.909000
EPT1	TGL5	0.912000
EPT1	YAT1	9999.000000
EPT1	YEH1	9999.000000
EPT1	YEH2	9999.000000
EPT1	YHL050C	9999.000000
EPT1	YJU3	9999.000000
EPT1	YLL067C	9999.000000
ERG1	ACB1	9999.000000
ERG1	ACC1	9999.000000
ERG1	ACP1	9999.000000
ERG1	ACS1	9999.000000
ERG1	ACS2	9999.000000
ERG1	ADH6	9999.000000
ERG1	ADH7	9999.000000
ERG1	ADR1	9999.000000
ERG1	AIM45	9999.000000
ERG1	ALD2	9999.000000
ERG1	ALD3	9999.000000
ERG1	ALD4	9999.000000
ERG1	ALD5	9999.000000
ERG1	ALD6	9999.000000
ERG1	ALE1	9999.000000
ERG1	AMD2.00	9999.000000
ERG1	ARE2	9999.000000
ERG1	ATG15	9999.000000
ERG1	AYR1	9999.000000
ERG1	CAT2	9999.000000
ERG1	CDC48	9999.000000
ERG1	CDC60	9999.000000
ERG1	CDS1	9999.000000
ERG1	CEM1	9999.000000
ERG1	CFD1	9999.000000
ERG1	CHO1	9999.000000
ERG1	CHO2	9999.000000
ERG1	CIR1	9999.000000
ERG1	CIT1	9999.000000
ERG1	CIT2	9999.000000
ERG1	CIT3	9999.000000
ERG1	CMD1	9999.000000
ERG1	CPT1	9999.000000
ERG1	CRC1.00	9999.000000
ERG1	CTA1	9999.000000
ERG1	CTT1	9999.000000
ERG1	CYB2	9999.000000
ERG1	CYB5	9999.000000
ERG1	CYC1	9999.000000
ERG1	DCI1	9999.000000
ERG1	DGA1	9999.000000
ERG1	DGK1	9999.000000
ERG1	DPP1	9999.000000
ERG1	"DUR1,2"	9999.000000
ERG1	ECI1	9999.000000
ERG1	EHD3	9999.000000
ERG1	EHT1	9999.000000
ERG1	ELO1	9999.000000
ERG1	ELO2	9999.000000
ERG1	ELO3	9999.000000
ERG1	EPT1	9999.000000
ERG1	ERG1	0.000000
ERG1	ERG10	0.942000
ERG1	ERG11	0.999000
ERG1	ERG25	0.999000
ERG1	ERG3	0.997000
ERG1	ERG5	0.999000
ERG1	ERG7	0.999000
ERG1	ETR1	9999.000000
ERG1	FAA1	9999.000000
ERG1	FAA2	9999.000000
ERG1	FAA3	9999.000000
ERG1	FAA4	9999.000000
ERG1	FAS1	9999.000000
ERG1	FAS2	9999.000000
ERG1	FAT1	9999.000000
ERG1	FKS1	9999.000000
ERG1	FMP30	9999.000000
ERG1	FMS1	9999.000000
ERG1	FOX2	9999.000000
ERG1	GCY1	9999.000000
ERG1	GLN1	9999.000000
ERG1	GPP1	9999.000000
ERG1	GPP2	9999.000000
ERG1	GPT2	9999.000000
ERG1	GUT1	9999.000000
ERG1	GUT2	9999.000000
ERG1	HAT1	9999.000000
ERG1	HEM13	0.952000
ERG1	HEM3	0.922000
ERG1	HFA1	9999.000000
ERG1	HFD1	9999.000000
ERG1	HMG1	0.988000
ERG1	HMS1	9999.000000
ERG1	HRD1.00	9999.000000
ERG1	HTD2	9999.000000
ERG1	ICL1	9999.000000
ERG1	IDP2	9999.000000
ERG1	IDP3	9999.000000
ERG1	IFA38	9999.000000
ERG1	INA1	9999.000000
ERG1	IZH2	9999.000000
ERG1	LAT1	9999.000000
ERG1	LCB2	9999.000000
ERG1	LDH1	9999.000000
ERG1	LOA1	9999.000000
ERG1	LPP1	9999.000000
ERG1	LRO1	9999.000000
ERG1	MAE1	9999.000000
ERG1	MCT1	9999.000000
ERG1	MDH3	9999.000000
ERG1	MGA2	9999.000000
ERG1	MGL2	9999.000000
ERG1	MLC1	9999.000000
ERG1	MLC2	9999.000000
ERG1	MLS1	9999.000000
ERG1	NCP1	0.801000
ERG1	NPL4	9999.000000
ERG1	NTE1	9999.000000
ERG1	OAR1	9999.000000
ERG1	OLE1	0.857000
ERG1	OPI3	9999.000000
ERG1	PAC1	9999.000000
ERG1	PAH1	9999.000000
ERG1	PCD1	9999.000000
ERG1	PCS60	9999.000000
ERG1	PCT1	9999.000000
ERG1	PET10	9999.000000
